name,address,phone,timeOpen,ratingAverage,priceRange,details
Nhà hàng Al Fresco's,"D1-23 Mỹ Toàn 3, Phú Mỹ Hưng, Q.7, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 5410 1093,,"4,0","Bữa tối, Bữa trưa, Bữa nửa buổi","Bữa tối, Bữa trưa, Bữa nửa buổi, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn"
Nhà Hàng Hoàng Yến,"103 Tôn Dật Tiên, Quận 7 Hồ Bán Nguyệt PMH, Thành phố Hồ Chí Minh Việt Nam",+84 8 2210 2304,Đang mở cửa: 10:00 SA - 10:00 CH,"4,0",Kiểu Việt,"Kiểu Việt, Bữa trưa, Bữa tối"
Sushikin Japanese Restaurant,"132 Nguyen Trai Street, Ben Thanh Ward, Dist 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3925 7670,Đang mở cửa: 11:00 SA - 2:00 CH5:00 CH - 11:00 CH,"4,5",Sushi,"Sushi, Bữa trưa, Bữa tối"
IL CORDA Charcoal Steakhouse,"11 Lê Thánh Tôn Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3823 4929,Đang mở cửa: 11:30 SA - 2:30 CH5:00 CH - 10:30 CH,"4,0",1.190.476 ₫ - 3.571.429 ₫,"1.190.476 ₫ - 3.571.429 ₫, Nhà hàng bít tết, Bữa tối, Bữa trưa"
Nhà Hàng Chay Diệu Hạnh,"21 Nguyễn Cơ Thạch An Lợi Đông, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 896610808,Đang mở cửa: 08:00 SA - 10:00 CH,"4,5",71.429 ₫ - 190.476 ₫,"71.429 ₫ - 190.476 ₫, Tốt cho sức khỏe, Quốc tế, Cửa hàng thức ăn ngon, Kiểu Việt, Món ăn chữa bệnh, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi"
Pizza Inn,"27 Nguyen Van Troi, Thành phố Hồ Chí Minh 70000 Việt Nam",38454081,,"3,5",Pizza,"Pizza, Đặt chỗ"
Nha hang Bac Trieu Tien Ryu Gyong,"30 Bis Le Quy Don, District 3, HCMC, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 7307 6666,,"4,0",Kiểu Á,Kiểu Á
Lẩu Gà Ớt Hiểm 109,"109/6 Nguyễn Thiện Thuật, Thành phố Hồ Chí Minh Việt Nam",+84 88 826 52 65,Đang mở cửa: 11:00 SA - 10:30 CH,"5,0",20.000 ₫ - 179.000 ₫,"20.000 ₫ - 179.000 ₫, Kiểu Trung Quốc, Vân Nam, Bữa trưa, Bữa tối"
Poki Grill,"82 Ho Tung Mau, Ben Nghe Ward, District 1, Ho Chi Minh City Bitexco Tower, Thành phố Hồ Chí Minh 70000 Việt Nam",+(84)38208000,Đang mở cửa: 11:00 SA - 10:00 CH,"4,0",45.000 ₫ - 450.000 ₫,"45.000 ₫ - 450.000 ₫, Kiểu Á, Kiểu Hàn Quốc, Kiểu Bữa tối, Bữa trưa, Bữa tối"
Beirut Restaurant - Villa & Pool,"43 Trần Ngọc Diện Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3822 2188,Đang mở cửa: 3:00 CH - 01:00 SA,"3,5",50.000 ₫ - 500.000 ₫,"50.000 ₫ - 500.000 ₫, Quầy bar, Kiểu Địa Trung Hải, Quán rượu, Kiểu Ả Rập, Bữa trưa, Bữa tối"
Benaras Heights (Fiery Tandoor & Rooftop Bar),"15 Đ. Tôn Đức Thắng, Quận 1 21/F, Khách Sạn Renaissance Riverside Sài Gòn, Thành phố Hồ Chí Minh Việt Nam",+84 98 515 70 15,Đang mở cửa: 5:00 CH - 11:00 CH,"5,0",357.143 ₫ - 2.380.952 ₫,"357.143 ₫ - 2.380.952 ₫, Kiểu Ấn Độ, Quầy bar, Đồ nướng, Kiểu Á, Thịt nướng, Quán rượu, Phù hợp với người ăn chay, Tùy chọn ăn chay"
Bún Đậu Ngõ Nhỏ Phố Nhỏ,"158 Pasteur Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 687 01 02,,"4,5",Kiểu Việt,Kiểu Việt
Chả Cá Hà Nội Xưa,"42 Hồng Hà Phường 2, Tân Bình, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 98 250 83 72,,"4,5",,
Oscar Saigon Weekend Buffet,"68A Nguyen Hue Ave. District One, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3829 2958,,"4,0","Kiểu Việt, Kiểu Trung Quốc","Kiểu Việt, Kiểu Trung Quốc"
Quán Sáu Ốc,"5 Hồ Hảo Hớn Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3836 7163,,"4,5",Kiểu Việt,Kiểu Việt
A Bửu Lounge,"112 Pasteur Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 8 3824 2479,,"4,5",90.000 ₫ - 500.000 ₫,"90.000 ₫ - 500.000 ₫, Kiểu Âu"
Reika,"5 Nguyen Dinh Chieu, Thành phố Hồ Chí Minh Việt Nam",+84 93 883 44 90,Đang mở cửa: 5:30 CH - 01:00 SA,"5,0","Kiểu Nhật, Phong cách ẩm thực Fusion Nhật Bản, Quầy bar, Thịt nướng, Quán rượu, Nhà hàng bia","Kiểu Nhật, Phong cách ẩm thực Fusion Nhật Bản, Quầy bar, Thịt nướng, Quán rượu, Nhà hàng bia, Bữa tối, Đêm muộn, Đồ uống, Đặt chỗ, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe đường phố, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ tín dụng, Dịch vụ bàn"
Quan Oc 49B / Seafood Shop 49B,"49B Nguyen Trai, Ben Thanh, Quan 1, Ho Chi Minh City, Vietnam, Ho Chi Minh City, Vietnam, Thành phố Hồ Chí Minh 70000 Việt Nam",,Đang mở cửa: 4:00 CH - 02:00 SA,"4,0","Hải sản, Kiểu Việt","Hải sản, Kiểu Việt, Bữa tối"
Cine Cafe,"116 Nguyen Du Street, Thành phố Hồ Chí Minh 70000 Việt Nam",,Đang mở cửa: 08:00 SA - 9:30 CH,"5,0",Kiểu Việt,"Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối"
Shamoji Robata Yaki,"133 Nguyễn Huệ Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3821 4314,,"5,0",Kiểu Nhật,Kiểu Nhật
Quan An Thanh Lich,"158, Tac Xuat, tt. Can Thanh, Can Gio, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3786 0249,,"4,5","Kiểu Á, Kiểu Việt","Kiểu Á, Kiểu Việt"
Grand Palace,"18 142, Cong Hoa Str Ward 4 Tan Binh District, Thành phố Hồ Chí Minh 70000 Việt Nam",,Đang mở cửa: 08:15 SA - 10:00 CH,"4,0",Kiểu Việt,"Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối"
Heart of Darkness Craft Brewery,"31D Lý Tự Trọng, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 90 301 75 96,Đang mở cửa: 11:00 SA - 12:00 SA,"4,5",55.000 ₫ - 1.000.000 ₫,"55.000 ₫ - 1.000.000 ₫, Nhà hàng bán bia, Quầy bar, Quán rượu, Đồ nướng, Phù hợp với người ăn chay, Tùy chọn ăn chay"
Senviet,"Nguyen Hue, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"3,5",Kiểu Việt,Kiểu Việt
Kyushu Sakaba Sho,"40 Thái Văn Lung, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3823 9668,,"4,0","Kiểu Nhật, Sushi, Thức ăn đường phố","Kiểu Nhật, Sushi, Thức ăn đường phố"
Quán Ngói 2,"C19/11 khu dân cư Trung Sơn, quận 8 ngay vòng xoay Trung Sơn, Thành phố Hồ Chí Minh 888888 Việt Nam",+84 96 507 35 07,Đang mở cửa: 11:00 SA - 11:00 CH,"4,0","Bữa trưa, Bữa tối","Bữa trưa, Bữa tối"
Mr. Bistek,"03 Trần Phú Phường 4, Quận 5, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 78 429 2988,,"5,0",Nhà hàng bít tết,Nhà hàng bít tết
Localthai - Thai Restaurant,"89/19 Đoàn Văn Bơ Phường 12 , Quận 4, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 88 861 80 08,,"4,0",95.000 ₫ - 295.000 ₫,"95.000 ₫ - 295.000 ₫, Kiểu Thái"
Cocotte,"136/11 Lê Thánh Tôn Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 291 12 27,Đang mở cửa: 11:00 SA - 9:30 CH,"4,5",8 ₫ - 15 ₫,"8 ₫ - 15 ₫, Kiểu Pháp, Quầy rượu vang, Kiểu Âu, Phù hợp với người ăn chay"
Bò - Lế - Rồ,"1445 Phan Văn Trị Phường 10, Gò Vấp, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 1900 636123,,"5,0",,
Kemuri Donburi,"135 Hai Bà Trưng Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3520 4888,Đang mở cửa: 09:00 SA - 9:00 CH,"5,0","Bữa sáng, Bữa trưa, Bữa tối","Bữa sáng, Bữa trưa, Bữa tối"
Ốc Đào Quán,"212B/D28 Nguyễn Trãi Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",,,"5,0","Hải sản, Đồ nướng, Kiểu Việt","Hải sản, Đồ nướng, Kiểu Việt"
Metropolitan Grill And Lounge,"129a/1 Nguyễn Huệ Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3821 2757,Đang mở cửa: 10:00 SA - 2:00 CH4:00 CH - 11:00 CH,"4,5",3 ₫ - 25 ₫,"3 ₫ - 25 ₫, Kiểu Mỹ, Nhà hàng bít tết, Bữa trưa, Bữa tối, Đồ uống"
Nha Hang Gala Buffet,"214 Nguyen Trai, Nguyen Cu Trinh, 1, Ho Chi Minh, Vietnam, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 880 87 09,Đang mở cửa: 11:00 SA - 2:00 CH5:00 CH - 9:00 CH,"4,0",Kiểu Trung Quốc,"Kiểu Trung Quốc, Bữa trưa, Bữa tối, Đặt chỗ"
LOOP 1 - Cocktail Bar & Kitchen,"1st Floor, 39 Ly Tu Trong, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 79 452 7594,Đang mở cửa: 4:30 CH - 01:00 SA,"5,0","Kiểu Ý, Quầy bar, Hải sản, Quán rượu, Quán bar phục vụ đồ ăn","Kiểu Ý, Quầy bar, Hải sản, Quán rượu, Quán bar phục vụ đồ ăn, Bữa tối, Đêm muộn, Đồ uống, Đặt chỗ, Ngồi ngoài trời, Chỗ ngồi, Có bãi đỗ xe, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Chấp nhận thẻ American Express, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ Discover, Chấp nhận thẻ tín dụng, Dịch vụ bàn, Nhạc sống, Quán bar có nhạc jazz"
Ẩm thực Thượng Hải,"66/10 Phạm Ngọc Thạch, phường 6, quận 3, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 90 287 78 11,,"4,5",35.000 ₫ - 69.000 ₫,35.000 ₫ - 69.000 ₫
Cơm Tấm Đỗ Phủ,"339/2C Lê Văn Sỹ Phường 13, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 818 89 61,,"4,5",37.000 ₫ - 88.000 ₫,"37.000 ₫ - 88.000 ₫, Kiểu Việt"
Simple Coffee,"15-17 Nguyễn Thái Bình, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 7300 0082,,"5,0",Kiểu Việt,Kiểu Việt
Nhà Hàng Crystal Jade,"65 Lê Lợi L5-13 Trung tâm thương mại Sài Gòn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 511 3616 465,Đang mở cửa: 10:00 SA - 10:00 CH,"3,0","Kiểu Trung Quốc, Kiểu Á","Kiểu Trung Quốc, Kiểu Á, Phù hợp với người ăn chay, Bữa trưa, Bữa tối"
Hồng Hạnh,"17A Nguyễn Thị Minh Khai, Phường Dakao, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"3,5",,
Elgin,"27 Mạc Đĩnh Chi, Đakao Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 28 3535 2957,Đang mở cửa: 6:00 CH - 10:00 CH,"5,0","Quốc tế, Đương đại, Món kết hợp","Quốc tế, Đương đại, Món kết hợp, Bữa tối, Đêm muộn, Đồ uống, Đặt chỗ, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe tập trung miễn phí, Phục vụ đồ uống có cồn, Rượu và bia, Chấp nhận thẻ American Express, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ Discover, Chấp nhận thẻ tín dụng, Dịch vụ bàn, Nhà hàng không hút thuốc"
Quán Ăn Anh Mập,"241/47 Phạm Ngũ Lão Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",,,"5,0",Kiểu Việt,Kiểu Việt
Little ahn-em,"43 Ton That Thiep street District 1, 2nd floor, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"5,0",Kiểu Việt,Kiểu Việt
The Oasis,"169/2A Võ Thị Sáu Phường 7, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+(84)896472482,Đang mở cửa: 5:00 CH - 01:00 SA,"5,0",50.000 ₫ - 200.000 ₫,"50.000 ₫ - 200.000 ₫, Quầy bar, Quán rượu, Đêm muộn, Đồ uống"
TacoLeo,"48B Hồ Hảo Hớn, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 90 363 29 07,,"3,5",37.000 ₫ - 100.000 ₫,"37.000 ₫ - 100.000 ₫, Kiểu Mexico, Kiểu Mỹ, Cửa hàng thức ăn ngon, Kiểu Bữa tối, Kiểu Nam Mỹ, Kiểu Colombia"
Fujiyama,"8/18 Lê Thánh Tôn Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3827 7747,Đang mở cửa: 11:30 SA - 3:00 CH5:00 CH - 11:00 CH,"5,0",80.000 ₫ - 520.000 ₫,"80.000 ₫ - 520.000 ₫, Kiểu Nhật, Bữa tối, Bữa trưa"
IL CORDA Charcoal Steakhouse,"11 Lê Thánh Tôn Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3823 4929,Đang mở cửa: 11:30 SA - 2:30 CH5:00 CH - 10:30 CH,"4,0",1.190.476 ₫ - 3.571.429 ₫,"1.190.476 ₫ - 3.571.429 ₫, Nhà hàng bít tết, Bữa tối, Bữa trưa"
Truffle Restaurant,"208 Nguyễn Hữu Cảnh Tầng 73, Vincom Landmark 81, Vinhomes Central Park, Phường 22, Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 98 878 33 53,Đang mở cửa: 3:00 CH - 11:30 CH,"4,5",6.600.000 ₫ - 10.800.000 ₫,"6.600.000 ₫ - 10.800.000 ₫, Kiểu Ý, Kiểu Pháp, Kiểu Nhật, Kiểu Âu, Món kết hợp, Bữa tối, Bữa trưa, Đồ uống"
Cocotte - Thao Dien,"19 Trần Ngọc Diện Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3620 5808,Đang mở cửa: 11:00 SA - 11:00 CH,"4,0",60.000 ₫ - 240.000 ₫,"60.000 ₫ - 240.000 ₫, Kiểu Pháp, Kiểu Âu, Quầy rượu vang, Bữa trưa, Bữa tối"
Movers and Shakers - Neighborhood Cocktail Bar,"85/2 Phạm Viết Chánh Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 674 03 32,,"4,5","Pizza, Kiểu Việt","Pizza, Kiểu Việt, Đồ uống, Ngồi ngoài trời, Chấp nhận thẻ tín dụng"
Bún Đậu Mắm Tôm,"162 Kênh Tân Hóa, Thành phố Hồ Chí Minh Việt Nam",+84 96 858 75 47,,"5,0",Kiểu Việt,Kiểu Việt
Grand Sushi KO,"94 Xuân Thủy Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 131 49 16,Đang mở cửa: 10:00 SA - 11:00 CH,"4,0",50.000 ₫ - 500.000 ₫,"50.000 ₫ - 500.000 ₫, Kiểu Nhật, Bữa trưa, Bữa tối"
Chooki Bbq & Hot Pot,"District 7, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"4,5","Kiểu Nhật, Đồ nướng","Kiểu Nhật, Đồ nướng"
Juicetin - Lê Anh Xuân,"29 Lê Anh Xuân, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 329 798 299,Đang mở cửa: 07:00 SA - 11:00 CH,"5,0","Cà phê, Kiểu Việt, Tốt cho sức khỏe, Quán bán trái cây giải khát, Bản địa","Cà phê, Kiểu Việt, Tốt cho sức khỏe, Quán bán trái cây giải khát, Bản địa"
Bánh Mì Má Hải - Quận 10,"187 Vĩnh Viễn Phường 4 Quận 10, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 98 105 15 10,Đang mở cửa: 06:00 SA - 8:00 CH,"5,0",15.000 ₫ - 25.000 ₫,"15.000 ₫ - 25.000 ₫, Đồ ăn nhanh, Cửa hàng thức ăn ngon, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối"
Nhà hàng Nori Express,"93 Hồ Tùng Mậu, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3821 2993,Đang mở cửa: 11:00 SA - 10:00 CH,"4,0",Kiểu Nhật,"Kiểu Nhật, Bữa trưa, Bữa tối"
Póc Nướng & Bia,"62 Trần Não Ấp Bình Khánh 2, Phường Bình An, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 869 911 033,Đang mở cửa: 11:00 SA - 12:00 SA,"5,0",3 ₫ - 12 ₫,"3 ₫ - 12 ₫, Nhà hàng bán bia, Hải sản, Cửa hàng thức ăn ngon, Thịt nướng, Quán rượu, Kiểu Việt, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống"
82 Cafe,"82 Lê Thị Hồng Gấm, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 97 547 22 92,,"4,5",Cà phê,Cà phê
Bien Toui Tiep,"107 Pasteur St District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"4,5",Kiểu Việt,Kiểu Việt
Kabin,"8-15 Ton Duc Thang Street, District 1 Renaissance Riverside Hotel Saigon, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3822 0033,Đang mở cửa: 11:30 SA - 2:30 CH6:00 CH - 10:00 CH,"5,0",380.952 ₫ - 2.380.952 ₫,"380.952 ₫ - 2.380.952 ₫, Kiểu Trung Quốc, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten"
Yu Shang Lou - Fine Chinese Cuisine 2,"975 Trần Hưng Đạo Phường 5, Quận 5, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 7308 7272,Đang mở cửa: 07:00 SA - 10:00 CH,"5,0","Kiểu Trung Quốc, Kiểu Bữa tối","Kiểu Trung Quốc, Kiểu Bữa tối, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống, Cửa hàng bán thức ăn mang về, Đặt chỗ, Ăn tối phòng riêng, Chỗ ngồi, Có bãi đỗ xe, Đỗ xe có người coi, Có ghế ăn cho bé, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Chấp nhận thẻ tín dụng"
Daichan ramen,"15c/12a Le Thanh Ton Dist 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 899 17 03,,"3,5","Kiểu Nhật, Kiểu Á","Kiểu Nhật, Kiểu Á, Bữa trưa, Bữa tối, Cửa hàng bán thức ăn mang về"
Sesame,"153 D Xo Viet Nghe Tinh Binh Tan District, Thành phố Hồ Chí Minh Việt Nam",(08) 899 3378,,"4,5",Đặt chỗ,Đặt chỗ
Piano Cafe,"17 Ho Xuan Huong St., Dist. 3, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3930 1885,Đang mở cửa: 07:30 SA - 11:00 CH,"3,5","Quầy bar, Quán rượu","Quầy bar, Quán rượu, Bữa sáng, Bữa trưa, Bữa tối, Chỗ ngồi, Nhạc sống"
Hội An Coffee House,"95/1 Nguyễn Trãi Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 91 699 99 82,Đang mở cửa: 07:00 SA - 11:00 CH,"5,0",50.000 ₫ - 500.000 ₫,"50.000 ₫ - 500.000 ₫, Cà phê, Cửa hàng thức ăn ngon, Hải sản, Kiểu Á, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
GYUMARU HAMBURG STEAK LTT,"8/3 Le Thanh Ton Street, District 1, Thành phố Hồ Chí Minh TPHCM Việt Nam",+84 28 3827 1618,Đang mở cửa: 11:00 SA - 10:00 CH,"4,5",10 ₫ - 25 ₫,"10 ₫ - 25 ₫, Kiểu Nhật, Nhà hàng bít tết, Món kết hợp, Bữa nửa buổi, Bữa trưa, Bữa tối, Đồ uống"
Quán Marukame Udon Gò Vấp,"2A Phan Văn Trị, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 752 80 77,,"4,0",39.000 ₫ - 79.000 ₫,"39.000 ₫ - 79.000 ₫, Kiểu Nhật"
Hàu Kokyu Ho,"18 Đường D3 Gần 623 Đỗ Xuân Hợp, Phước Long B, Quận 9, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 866 31 87,,"4,5",25.000 ₫ - 150.000 ₫,"25.000 ₫ - 150.000 ₫, Hải sản, Kiểu Á, Cửa hàng thức ăn ngon, Kiểu Việt"
Sushi 79,"42 Nguyễn Huệ Lầu 2, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 88 878 78 70,,"4,0",Kiểu Nhật,Kiểu Nhật
Coco 5,"68 Nguyễn Huệ , Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 91 733 23 45,,"3,5","Kiểu Á, Kiểu Thái, Kiểu Việt","Kiểu Á, Kiểu Thái, Kiểu Việt, Bữa tối, Bữa trưa, Bữa nửa buổi, Chỗ ngồi"
Thiên Đường Mì Ý,"224 Nguyen Thi Minh Khai, Thành phố Hồ Chí Minh Việt Nam",+84 8 3930 3849,,"3,5","Kiểu Ý, Kiểu Âu","Kiểu Ý, Kiểu Âu, Bữa tối, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn"
Shadow Lounge,"244 Pasteur Street Ward Vo Thi Sau, District 3, Thành phố Hồ Chí Minh Việt Nam",+84 90 188 34 63,Đang mở cửa: 09:00 SA - 11:30 CH,"5,0",71.429 ₫ - 166.667 ₫,"71.429 ₫ - 166.667 ₫, Quầy bar, Cà phê, Quốc tế, Quán rượu, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
Quán Hải Hội,"84 Xuân Thủy, P. Thảo Điền, Q.2, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"4,0",Kiểu Việt,Kiểu Việt
Burger King,"11 Thảo Điền Phường Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3519 4662,Đang mở cửa: 09:00 SA - 10:00 CH,"3,5",25.000 ₫ - 125.000 ₫,"25.000 ₫ - 125.000 ₫, Hải sản, Đồ ăn nhanh, Kiểu Đông Âu, Kiểu Armenia, Bữa sáng, Bữa trưa, Bữa tối"
Goc Cafe - Arts and more,"6/1A Tran Phu, Phuong 4, Quan 5, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 972 55 99,Đang mở cửa: 06:00 SA - 10:00 CH,"4,0",Quốc tế,"Quốc tế, Bữa sáng, Bữa trưa, Bữa tối"
Paris Deli,"65 D Le Loi Dong Khoi Area, Thành phố Hồ Chí Minh Việt Nam",(08) 821 6127,,"3,5",Kiểu Pháp,"Kiểu Pháp, Bữa sáng"
Remi Thao Dien,"92 Xuân Thủy Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 339 60 62,,"5,0",5 ₫ - 50 ₫,"5 ₫ - 50 ₫, Quầy bar, Quán rượu, Đêm muộn, Đồ uống"
Benaras Indian Bistro,"21B Đ. Tôn Đức Thắng Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 98 343 33 40,Đang mở cửa: 10:00 SA - 11:00 CH,"5,0",7 ₫ - 15 ₫,"7 ₫ - 15 ₫, Kiểu Ấn Độ, Phù hợp với người ăn chay, Tùy chọn ăn chay, Thịt kiểu Hồi giáo, Tùy chọn đồ ăn không có gluten"
Ẩm thực Hương Bắc,"Phạm Văn Nghị - Bắc, P. Tân Phong, Quận 7 36/19-23 (Sky Garden 2), Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 6660 1102,,"4,5",Kiểu Việt,Kiểu Việt
The Elephant,"137 Nguyễn Đức Cảnh, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 5412 4641,Đang mở cửa: 06:30 SA - 12:00 SA,"4,0",60.000 ₫ - 165.000 ₫,"60.000 ₫ - 165.000 ₫, Kiểu Địa Trung Hải, Kiểu Tây Ban Nha, Kiểu Việt, Kiểu Nam Mỹ, Kiểu Trung Mỹ, Bữa sáng, Bữa trưa, Bữa tối"
Sago Bistro The Cafe and Restaurant,"208 Nguyen Huu Canh Vinhomes Central Park - Building Park 2 - SH08, Binh Thanh district, Thành phố Hồ Chí Minh Việt Nam",+84 90 635 78 39,Đang mở cửa: 07:30 SA - 11:00 CH,"4,5",3 ₫ - 20 ₫,"3 ₫ - 20 ₫, Kiểu Âu, Kiểu Trung Á, Đồ uống, Bữa sáng, Bữa trưa, Bữa tối"
Crystal Jade,"415 Hoàng Văn Thụ Tầng 1, Gala Centre, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh Việt Nam",+84 8 3811 0359,,"3,5",Kiểu Trung Quốc,Kiểu Trung Quốc
Nhà hàng Cơm Niêu Al-Salam,"35 Nguyễn An Ninh, P. Bến Thành, Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 91 802 89 89,,"5,0",Bữa trưa,Bữa trưa
The Monkey Gallery DESSERT BAR,"91 Mạc Thị Bưởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 90 910 61 87,Đang mở cửa: 3:00 CH - 11:00 CH,"5,0",119.048 ₫ - 357.143 ₫,"119.048 ₫ - 357.143 ₫, Cà phê, Kiểu Việt, Quầy rượu vang, Đêm muộn, Đồ uống"
The Indian House (Kitchen and Bar),"2nd Floor, 42 Nguyen Hue District 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 98 515 70 15,Đang mở cửa: 10:00 SA - 11:00 CH,"5,0",119.048 ₫ - 2.380.952 ₫,"119.048 ₫ - 2.380.952 ₫, Kiểu Ấn Độ, Quầy bar, Đồ nướng, Kiểu Á, Thịt nướng, Quán rượu, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống"
