name,address,phone,timeOpen,ratingAverage,priceRange,details
Jaspas,"15 Tống Hữu Định Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 760000 Việt Nam",+84 28 3636 8822,,"4,0","Kiểu Mỹ, Quầy bar, Cà phê, Kiểu Âu, Quán rượu","Kiểu Mỹ, Quầy bar, Cà phê, Kiểu Âu, Quán rượu, Đặt chỗ"
The Publik House,"50 Đặng Thị Nhu, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 926 19 88,Đang đóng cửa:  Xem tất cả giờ,"5,0",10 ₫ - 25 ₫,"10 ₫ - 25 ₫, Kiểu Mỹ, Bữa tối, Đêm muộn, Đồ uống"
Hipster By The Colour - Beer & Snack Bar,"283/37 Phạm Ngũ Lão Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 381 98 93,Đang đóng cửa:  Xem tất cả giờ,"4,5",55.000 ₫ - 350.000 ₫,"55.000 ₫ - 350.000 ₫, Kiểu Âu, Bữa tối, Đêm muộn, Đồ uống"
Nhà Hàng Chay An & Cafe,"40 Đường C Cảnh Viên 2, Tân Phú, Phú Mỹ Hưng, Quận 7, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 2218 8368,Đang mở cửa: 07:00 SA - 9:00 CH,"5,0",65.000 ₫ - 400.000 ₫,"65.000 ₫ - 400.000 ₫, Kiểu Âu, Kiểu Á, Kiểu Việt, Cà phê, Tốt cho sức khỏe, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
Imotaro,"8A1 Le Thanh Ton Q1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3822 3761,Đang đóng cửa:  Xem tất cả giờ,"4,0",119.048 ₫ - 595.238 ₫,"119.048 ₫ - 595.238 ₫, Kiểu Nhật, Bữa tối, Bữa trưa"
Le Financier Lounge,"Lối vào hướng ra đường Cây Điệp Entrance is facing Cay Diep street, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 337 330 165,Đang đóng cửa:  Xem tất cả giờ,"5,0",47.619 ₫ - 357.143 ₫,"47.619 ₫ - 357.143 ₫, Kiểu Việt, Kiểu Pháp, Nhà hàng bít tết, Hải sản, Kiểu Nga, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống"
Le Loi,"90 le Loi Ben Thanh, Thành phố Hồ Chí Minh 6577 Việt Nam",+84 93 897 20 50,,"4,5",71.429 ₫ - 238.095 ₫,71.429 ₫ - 238.095 ₫
Bò Nướng Muối,"212B/C11 Đ. Nguyễn Trãi, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 879 374 686,Đang đóng cửa:  Xem tất cả giờ,"5,0","Nhà hàng bít tết, Kiểu Tây nam, Quầy rượu vang","Nhà hàng bít tết, Kiểu Tây nam, Quầy rượu vang, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống, Có thẻ quà tặng"
Chef Mamma's,"A43 Trường Sơn Q. Tân Bình, Thành phố Hồ Chí Minh Việt Nam",+84 8 3848 6478,,"4,0","Kiểu Ý, Kiểu Việt, Pizza","Kiểu Ý, Kiểu Việt, Pizza, Phù hợp với người ăn chay, Bữa trưa, Bữa tối"
Deku Salad,"26 Thảo Điền Unit 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+(84)0896657685,Đang đóng cửa:  Xem tất cả giờ,"5,0",90.000 ₫ - 140.000 ₫,"90.000 ₫ - 140.000 ₫, Kiểu Nhật, Kiểu Mỹ, Kiểu Địa Trung Hải, Tốt cho sức khỏe, Quốc tế, Bữa trưa, Bữa tối, Đồ uống"
Nhà Hàng Halal Food Haji Os Man,"35 Nguyễn An Ninh, Bến Thành, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 122 373 7599,,"4,0","Kiểu Á, Kiểu Malaysia","Kiểu Á, Kiểu Malaysia, Thịt kiểu Hồi giáo, Bữa trưa, Bữa tối"
Quán Ăn Ngon 138,"138 Nam Kỳ Khởi Nghĩa Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3825 7179,Mở cửa sau 6 phút nữa:  Xem tất cả giờ,"4,0",47.619 ₫ - 238.095 ₫,"47.619 ₫ - 238.095 ₫, Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay"
Chi Hoa Vietnamese Cuisine,"97 Hai Bà Trưng Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3825 1676,Đang đóng cửa:  Xem tất cả giờ,"4,5",55.000 ₫ - 295.000 ₫,"55.000 ₫ - 295.000 ₫, Kiểu Việt, Thức ăn đường phố, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
Phố Nhỏ - Phở Thìn,"170 Nguyễn Đình Chiểu Quận 3, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"4,0","Kiểu Việt, Kiểu Á","Kiểu Việt, Kiểu Á, Bữa sáng, Bữa trưa, Bữa tối, Chỗ ngồi, Cửa hàng bán thức ăn mang về"
Insalata Vietnam,"71/17 Cô Bắc Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 300 90 66,Mở cửa sau 36 phút nữa:  Xem tất cả giờ,"4,5",89.000 ₫ - 178.000 ₫,"89.000 ₫ - 178.000 ₫, Kiểu Mexico, Đồ ăn nhanh, Sushi, Kiểu Âu, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
Harrison K-Food Shop,"111 Võ Oanh Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3803 5183,Mở cửa sau 36 phút nữa:  Xem tất cả giờ,"5,0",28.000 ₫ - 138.000 ₫,"28.000 ₫ - 138.000 ₫, Kiểu Á, Kiểu Hàn Quốc, Bữa sáng, Bữa trưa, Bữa tối"
Vivins Wine Club,"11B,Nguyen Dinh Chieu Street, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 881 16 60,Đang đóng cửa:  Xem tất cả giờ,"5,0",10 ₫ - 200 ₫,"10 ₫ - 200 ₫, Quốc tế, Kiểu Âu, Kiểu Bữa tối, Quầy rượu vang, Súp, Bữa nửa buổi, Đồ uống, Bữa trưa, Bữa tối"
Heart of Darkness Craft Brewery,"31D Lý Tự Trọng, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 90 301 75 96,Đang đóng cửa:  Xem tất cả giờ,"4,5",55.000 ₫ - 1.000.000 ₫,"55.000 ₫ - 1.000.000 ₫, Nhà hàng bán bia, Quầy bar, Quán rượu, Đồ nướng, Phù hợp với người ăn chay, Tùy chọn ăn chay"
Reika,"5 Nguyen Dinh Chieu, Thành phố Hồ Chí Minh Việt Nam",+84 93 883 44 90,Đang đóng cửa:  Xem tất cả giờ,"5,0","Kiểu Nhật, Phong cách ẩm thực Fusion Nhật Bản, Quầy bar, Thịt nướng, Quán rượu, Nhà hàng bia","Kiểu Nhật, Phong cách ẩm thực Fusion Nhật Bản, Quầy bar, Thịt nướng, Quán rượu, Nhà hàng bia, Bữa tối, Đêm muộn, Đồ uống, Đặt chỗ, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe đường phố, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ tín dụng, Dịch vụ bàn"
Banh Mi Tuoi,"62 Mac Dinh Chi, DaKao Ward District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3822 2498,,"4,5",Kiểu Việt,"Kiểu Việt, Bữa nửa buổi"
High View,"408 Điện Biên Phủ, Phường 11, Quận 10 Rooftop TF Buiding, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 701 79 86,Đang đóng cửa:  Xem tất cả giờ,"4,5",20 ₫ - 200 ₫,"20 ₫ - 200 ₫, Kiểu Á, Kiểu Thái, Kiểu Malaysia, Bữa tối"
Conservo - Japanese Breads & Cafe,"13 Lý Tự Trọng P. Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 7308 8801,Đang mở cửa: 07:30 SA - 9:00 CH,"4,5",15.000 ₫ - 120.000 ₫,"15.000 ₫ - 120.000 ₫, Kiểu Nhật, Món kết hợp, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
Quan Dat,"16 Truong Dinh P.9, Q3, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 406 09 20,Đang mở cửa: 09:00 SA - 11:00 CH,"4,5","Kiểu Á, Kiểu Việt","Kiểu Á, Kiểu Việt, Bữa tối, Bữa sáng, Bữa trưa, Chỗ ngồi, Dịch vụ bàn"
Sushi Bar,"bui Vien District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"4,0","Kiểu Nhật, Sushi, Kiểu Á","Kiểu Nhật, Sushi, Kiểu Á, Bữa tối, Cửa hàng bán thức ăn mang về, Chỗ ngồi"
Rbar,"8-15 Tôn Đức Thắng, Quận 1 Renaissance Riverside Hotel Saigon, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3822 0033,Đang mở cửa: 07:00 SA - 11:00 CH,"5,0",100.000 ₫ - 500.000 ₫,"100.000 ₫ - 500.000 ₫, Cà phê, Quầy bar, Quốc tế, Quán bar phục vụ đồ ăn, Đêm muộn, Đồ uống, Bữa trưa, Bữa tối"
Banh Mi 362,"Đinh Tiên Hoàng Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 7300 0362,Đang mở cửa: 06:00 SA - 9:00 CH,"4,5","Đồ ăn nhanh, Kiểu Á, Kiểu Việt","Đồ ăn nhanh, Kiểu Á, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi"
Biker Shield Bistro,"158/10 Nguyen Cong Tru Street District 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 88 801 58 10,Đang mở cửa: 07:00 SA - 11:00 CH,"4,5","Bữa trưa, Bữa tối, Bữa sáng","Bữa trưa, Bữa tối, Bữa sáng"
Sesame Restaurant,"39 Tôn Thất Thiệp P Bến Nghé, Q1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3821 2888,Đang đóng cửa:  Xem tất cả giờ,"5,0",50.000 ₫ - 500.000 ₫,"50.000 ₫ - 500.000 ₫, Kiểu Âu, Kiểu Việt, Kiểu Á, Bữa trưa, Bữa tối"
Kyo Watami Grill & Sushi,"259 Điện Biên Phủ Serenity Sky Villas, Phường 7, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 7305 0038,Đang đóng cửa:  Xem tất cả giờ,"5,0",300.000 ₫ - 1.200.000 ₫,"300.000 ₫ - 1.200.000 ₫, Kiểu Nhật, Quán phục vụ đồ ngọt Nhật Bản, Phong cách ẩm thực Fusion Nhật Bản, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
Bagel Brothers,"29 Thao Dien Street, Thành phố Hồ Chí Minh Việt Nam",+(84)07 6361 0211,,"5,0",20.000 ₫ - 150.000 ₫,"20.000 ₫ - 150.000 ₫, Kiểu Mỹ, Cà phê, Kiểu Úc"
The Monkey Gallery DINING,"91 Mạc Thị Bưởi Lầu 3, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 79 399 1992,Đang đóng cửa:  Xem tất cả giờ,"4,0",1.292.000 ₫ - 2.692.000 ₫,"1.292.000 ₫ - 2.692.000 ₫, Kiểu Việt, Quán bar phục vụ đồ ăn, Quốc tế, Món kết hợp, Bữa tối, Đồ uống"
Roast & Smoke Thao Dien,"188be14 Nguyen Van Huong, Thao Dien, District 2, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 736 36 87,Đang mở cửa: 07:00 SA - 6:00 CH,"5,0","Kiểu Mỹ, Cà phê, Đồ nướng, Kiểu Việt","Kiểu Mỹ, Cà phê, Đồ nướng, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối"
Phở Hương Bắc,"Nguyễn Du, Q1, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"4,5",Kiểu Việt,Kiểu Việt
Roti Mojo,"W No.12, Khu Pho Hung Phuoc 3, Tan Phong, Quan 7, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 726 24 48,Mở cửa sau 36 phút nữa:  Xem tất cả giờ,"4,5",100 ₫ - 2.000 ₫,"100 ₫ - 2.000 ₫, Kiểu Ấn Độ, Cà phê, Quán bar phục vụ đồ ăn, Bữa sáng, Bữa trưa, Bữa tối, Đồ uống"
Cafe Central Nguyen Hue,"20 Nguyen Hue Boulevard District 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3822 6800,Đang mở cửa: 07:00 SA - 10:00 CH,"3,5","Cà phê, Quốc tế, Kiểu Việt","Cà phê, Quốc tế, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
Vegetarian Restaurant (an lac chay),"175/1 Pham Ngu Lao St., Dist. 1, Thành phố Hồ Chí Minh 08-8377751 Việt Nam",,,"4,0","Kiểu Á, Kiểu Việt, Kiểu Ý, Kiểu Mexico","Kiểu Á, Kiểu Việt, Kiểu Ý, Kiểu Mexico, Phù hợp với người ăn chay, Tùy chọn ăn chay, Bữa trưa, Bữa tối"
Benaras Indian Bistro,"21B Đ. Tôn Đức Thắng Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 98 343 33 40,Đang đóng cửa:  Xem tất cả giờ,"5,0",7 ₫ - 15 ₫,"7 ₫ - 15 ₫, Kiểu Ấn Độ, Phù hợp với người ăn chay, Tùy chọn ăn chay, Thịt kiểu Hồi giáo, Tùy chọn đồ ăn không có gluten"
Mê Linh Cafe,"3 Phan Văn Đạt Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 93 776 71 01,,"4,5",35.000 ₫ - 155.000 ₫,"35.000 ₫ - 155.000 ₫, Kiểu Pháp, Kiểu Việt"
Confidant Restaurant & Bar,"45 Đường Số 2 Tân Phong, Quận 7, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 5410 7822,,"4,5",Quốc tế,"Quốc tế, Đặt chỗ"
Com Tam Nguyen Van Cu,"167 Nguyen Van Cu, P.2, Q.5, TP. Hcm, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3923 7350,,"4,0","Kiểu Á, Đồ nướng, Kiểu Việt","Kiểu Á, Đồ nướng, Kiểu Việt, Bữa sáng, Bữa trưa, Cửa hàng bán thức ăn mang về"
Ararat Restaurant & Messo Lounge,"2b Duong So 12, Thao Dien, Quan 2, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 773 740 160,Đang mở cửa: 08:00 SA - 10:00 CH,"5,0","Kiểu Nga, Kiểu Đông Âu, Kiểu Armenia, Kiểu Georgia","Kiểu Nga, Kiểu Đông Âu, Kiểu Armenia, Kiểu Georgia, Bữa sáng, Bữa trưa, Bữa tối"
Bếp Xanh An Duyên,"10 Nguyễn Tri Phương Phường 6, Quận 5, Thành phố Hồ Chí Minh 700000 Việt Nam",+(84)22129947,Mở cửa sau 36 phút nữa:  Xem tất cả giờ,"5,0",5 ₫ - 10 ₫,"5 ₫ - 10 ₫, Kiểu Á, Kiểu Việt, Kiểu Bữa tối, Tốt cho sức khỏe, Bữa sáng, Bữa nửa buổi, Đồ uống, Bữa trưa, Bữa tối"
Quán Ăn Ngon 138,"138 Nam Kỳ Khởi Nghĩa Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3825 7179,Mở cửa sau 6 phút nữa:  Xem tất cả giờ,"4,0",47.619 ₫ - 238.095 ₫,"47.619 ₫ - 238.095 ₫, Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay"
Phở 24,"158D Pasteur Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 100000 Việt Nam",+84 28 3521 8518,,"4,0",Kiểu Việt,Kiểu Việt
T.Plus BBQ World Restaurant,"96B Lê Thánh Tôn Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 91 606 88 00,Đang mở cửa: 06:30 SA - 11:30 CH,"4,0",50.000 ₫ - 300.000 ₫,"50.000 ₫ - 300.000 ₫, Đồ nướng, Kiểu Á, Bữa trưa, Bữa tối, Bữa sáng, Bữa nửa buổi, Đồ uống"
La Cave Wine Cellar and Fine Food,"19 Ngô Văn Năm Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3823 9954,Đang đóng cửa:  Xem tất cả giờ,"4,0",71.429 ₫ - 476.190 ₫,"71.429 ₫ - 476.190 ₫, Kiểu Ý, Quầy rượu vang, Kiểu Pháp, Kiểu Âu, Bữa tối, Bữa trưa"
Nhà Hàng Hoàng Ty,"256 Bình Quới, Q. Bình Thạnh, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3556 6688,,"4,5",Kiểu Việt,"Kiểu Việt, Đặt chỗ"
The Rabbit Hole Irish Sports Bar,"111 Pham Viet Chanh Ward 19, Binh Thanh District, Thành phố Hồ Chí Minh 72323 Việt Nam",+84 774 815 080,Đang đóng cửa:  Xem tất cả giờ,"5,0","Kiểu Ireland, Quầy bar, Quốc tế, Kiểu Anh, Quán rượu","Kiểu Ireland, Quầy bar, Quốc tế, Kiểu Anh, Quán rượu, Bữa trưa, Bữa tối"
IL CORDA Charcoal Steakhouse,"11 Lê Thánh Tôn Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3823 4929,Đang đóng cửa:  Xem tất cả giờ,"4,0",1.190.476 ₫ - 3.571.429 ₫,"1.190.476 ₫ - 3.571.429 ₫, Nhà hàng bít tết, Bữa tối, Bữa trưa"
Destiny Lounge,"20 Bùi Thị Xuân Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 807 22 11,,"5,0",80.000 ₫ - 1.800.000 ₫,"80.000 ₫ - 1.800.000 ₫, Nhà hàng bán bia, Quán rượu, Quầy rượu vang"
Lau De Truong Dinh,"105 Truong Dinh St., Dist.3, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3930 4296,,"4,0",Kiểu Việt,"Kiểu Việt, Bữa tối"
Nhà hàng Én,"308 - 308C Điện Biên Phủ Tầng G, Tòa Nhà Robot, Phường 4, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 8 3832 9977,,"4,0",280.000 ₫ - 500.000 ₫,"280.000 ₫ - 500.000 ₫, Kiểu Việt, Bữa sáng, Bữa nửa buổi"
Stir Crazy Mongolian Grill/BBQ,"890 Quang Trung, P.8, Q. Gò Vấp, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 6674 8282,Đang đóng cửa:  Xem tất cả giờ,"5,0",45.000 ₫ - 295.000 ₫,"45.000 ₫ - 295.000 ₫, Đồ nướng, Kiểu Á, Kiểu Mông Cổ, Đêm muộn, Đồ uống, Bữa trưa, Bữa tối"
Yoshino Japanese Restaurant,"2A - 4A Ton Duc Thang St, District 1, Ho Chi Minh City, Vietnam, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3823 2738,,"4,0",Đặt chỗ,Đặt chỗ
Le Financier Lounge,"Lối vào hướng ra đường Cây Điệp Entrance is facing Cay Diep street, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 337 330 165,Đang đóng cửa:  Xem tất cả giờ,"5,0",47.619 ₫ - 357.143 ₫,"47.619 ₫ - 357.143 ₫, Kiểu Việt, Kiểu Pháp, Nhà hàng bít tết, Hải sản, Kiểu Nga, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống"
Quán Ăn Ngon 138,"138 Nam Kỳ Khởi Nghĩa Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3825 7179,Mở cửa sau 5 phút nữa:  Xem tất cả giờ,"4,0",47.619 ₫ - 238.095 ₫,"47.619 ₫ - 238.095 ₫, Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay"
L'Angolo,"185B Phạm Ngũ Lão Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 120 875 4192,Đang mở cửa: 08:00 SA - 12:00 SA,"5,0",65.000 ₫ - 200.000 ₫,"65.000 ₫ - 200.000 ₫, Kiểu Ý, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
Bien Dong 6,"443-445 Lê Hồng Phong, Phường 2, Quận 10, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3833 6054,,"4,5",Kiểu Á,"Kiểu Á, Bữa tối, Dịch vụ bàn, Chỗ ngồi"
Corner Sky Bar,"40B Bùi Viện P.Phạm Ngũ Lão, Q.1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 126 235 0130,Đang mở cửa: 12:00 SA - 11:59 CH,"4,0",50 ₫ - 200 ₫,"50 ₫ - 200 ₫, Pizza, Bữa tối, Đêm muộn, Đồ uống, Bữa sáng, Bữa trưa, Bữa nửa buổi"
Quán Phố Ông Đề,"141 Đề Thám Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 813 82 28,Đang mở cửa: 06:30 SA - 12:00 SA,"5,0","Nhà hàng bán bia, Cà phê, Kiểu Á, Quán rượu, Kiểu Việt, Tốt cho sức khỏe, Kiểu Singapore","Nhà hàng bán bia, Cà phê, Kiểu Á, Quán rượu, Kiểu Việt, Tốt cho sức khỏe, Kiểu Singapore, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống, Giao hàng, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Phục vụ đồ uống có cồn, Rượu và bia, Wifi miễn phí, Phong cách gia đình"
Ốc Oanh,"534 Vĩnh Khánh Phường 8, Quận 4, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"3,5","Hải sản, Kiểu Á, Kiểu Việt","Hải sản, Kiểu Á, Kiểu Việt, Bữa tối, Cửa hàng bán thức ăn mang về, Phục vụ đồ uống có cồn, Chỗ ngồi, Dịch vụ bàn"
Xưởng Phở,"118 Lê Lai, phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 93 883 80 12,Đang mở cửa: 12:00 SA - 11:59 CH,"5,0",71.429 ₫ - 238.095 ₫,"71.429 ₫ - 238.095 ₫, Kiểu Á, Cửa hàng thức ăn ngon, Bản địa, Kiểu Việt, Nhà hàng bia, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống"
Ministry Of Foods / Japanese Cafe MOF,"Crescent Mall, District 7 PMH 101 Ton Dat Tien Avenue, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"4,0","Kiểu Á, Kiểu Nhật, Cà phê","Kiểu Á, Kiểu Nhật, Cà phê, Bữa trưa, Bữa tối, Chỗ ngồi, Dịch vụ bàn"
Shabu Ya,"1058 Nguyễn Văn Linh, Quận 7 04-12B Trung Tâm Thương Mại SC Vivo City, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3775 3029,,"4,0",188.000 ₫ - 248.000 ₫,"188.000 ₫ - 248.000 ₫, Đặt chỗ"
Bánh Xèo Mười Xiềm,"204 Nguyen Trai P Pham Ngu Lao, Q1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3925 3027,Mở cửa sau 35 phút nữa:  Xem tất cả giờ,"3,5",Kiểu Việt,"Kiểu Việt, Phù hợp với người ăn chay, Bữa trưa, Bữa tối"
Lion City Cafe & Restaurant,"45 Lê Anh Xuân, P. Bến Thành, Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 811 12 30,Mở cửa sau 35 phút nữa:  Xem tất cả giờ,"3,5","Kiểu Á, Kiểu Singapore","Kiểu Á, Kiểu Singapore, Bữa trưa, Bữa tối, Đêm muộn, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Tivi, Phục vụ đồ uống có cồn, Đặt chỗ, Dịch vụ bàn"
Kichi Kichi,"70-72 Lê Thánh Tôn, P. Bến Nghé, Q.1 B3-17 Vincom Center, Thành phố Hồ Chí Minh 70000 Việt Nam",+(84)39939979,,"4,0","Kiểu Trung Quốc, Sushi, Kiểu Á, Kiểu Nhật","Kiểu Trung Quốc, Sushi, Kiểu Á, Kiểu Nhật, Bữa tối, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn"
Kabin,"8-15 Ton Duc Thang Street, District 1 Renaissance Riverside Hotel Saigon, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3822 0033,Đang đóng cửa:  Xem tất cả giờ,"5,0",380.952 ₫ - 2.380.952 ₫,"380.952 ₫ - 2.380.952 ₫, Kiểu Trung Quốc, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten"
Soma Art Cafe,"6b Le Van Mien, Thành phố Hồ Chí Minh Việt Nam",+84 90 236 57 80,,"4,0",35.000 ₫ - 150.000 ₫,"35.000 ₫ - 150.000 ₫, Kiểu Âu, Kiểu Việt"
KaKhu Hotpot,"290/27 Nam Kỳ Khởi Nghĩa Phường 8, Quận 3, Thành phố Hồ Chí Minh 7000 Việt Nam",+84 93 826 99 70,,"4,0",100.000 ₫ - 500.000 ₫,"100.000 ₫ - 500.000 ₫, Kiểu Trung Quốc, Kiểu Á, Kiểu Singapore, Đặt chỗ"
Nhà Hàng Vua Cua Bàu Cát,"179 Bàu Cát Phường 14, Quận Tân Bình, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 6287 3438,Đang đóng cửa:  Xem tất cả giờ,"4,0",59.000 ₫ - 3.500.000 ₫,"59.000 ₫ - 3.500.000 ₫, Cajun & Creole, Hải sản, Kiểu Việt, Tốt cho sức khỏe, Bữa trưa, Bữa tối"
BÚP Cafe,"221 Nguyen Cong Tru, Dist 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 90 296 93 86,,"5,0",,
RAKU - Japanese Cuisine,"15D Le Thanh Ton. Ben Nghe. Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3824 4562,,"4,0",,
The Indian House (Kitchen and Bar),"2nd Floor, 42 Nguyen Hue District 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 98 515 70 15,Đang đóng cửa:  Xem tất cả giờ,"5,0",119.048 ₫ - 2.380.952 ₫,"119.048 ₫ - 2.380.952 ₫, Kiểu Ấn Độ, Quầy bar, Đồ nướng, Kiểu Á, Thịt nướng, Quán rượu, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống"
Đ.Kitchen,"440/5 No Trang Long Ward 13, Binh Thanh District, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3553 4358,Đang đóng cửa:  Xem tất cả giờ,"5,0",45.000 ₫ - 385.000 ₫,"45.000 ₫ - 385.000 ₫, Kiểu Bữa tối, Bữa trưa, Bữa tối"
bb.q Chicken Premium,"85 Cách Mạng Tháng Tám Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 1900 8994,Đang mở cửa: 12:00 SA - 11:59 CH,"4,0",60.000 ₫ - 220.000 ₫,"60.000 ₫ - 220.000 ₫, Kiểu Á, Kiểu Hàn Quốc, Bữa sáng, Bữa trưa, Bữa tối"
Saigon Corner,"So 12 Ho Huan Nghiep Phuong Be Nghe, Quan 1, TP., Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 6299 0990,Đang mở cửa: 08:00 SA - 10:00 CH,"4,5",Kiểu Việt,"Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối"
