id,name,phone,timeOpen,ratingAverage,details,Address,Longitude,Latitude
965,Manwah Hoàng Văn Thụ,+84 28 3811 0463,,4.0,Kiểu Á,"8/3 Le Thanh Ton Street, District 1, Thành phố Hồ Chí Minh TPHCM Việt Nam",106.7057617,10.7819158
966,Manwah Taiwanese Hotpot,+84 28 3620 9314,,4.5,"Kiểu Á, Kiểu Đài Loan","37 Nam Kỳ Khởi Nghĩa Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7015764,10.7695914
967,Marcel Gourmet Burger - Calmette,+84 70 3460 038,Đang mở cửa: 11:00 SA - 10:00 CH,5.0,"Kiểu Mỹ, Cà phê, Kiểu Âu, Kiểu Á, Phù hợp với người ăn chay","230 Nguyễn Văn Hưởng Chickita Thao Dien, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7313652,10.8118254
968,Marina Saigon,+(84)3930 2379,Đang mở cửa: 06:00 SA - 11:00 CH,4.0,"Kiểu Pháp, Hải sản, Kiểu Á, Bữa trưa, Bữa tối","26 Tran Ngoc Dien, Thao Dien, Quan 2, Thành phố Hồ Chí Minh Việt Nam",106.7403727,10.805008
969,Market 39,+84 28 3520 9099,Đang đóng cửa:  Xem tất cả giờ,4.5,"Hải sản, Kiểu Á, Kiểu Việt, Quốc tế, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten","Số 2 Đường số 18, Khu Đô Thị Vạn Phúc P. Hiệp Bình Phước, Thủ Đức, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7248584,10.837139
970,Marugame Noodle - Udon & Tempura,+84 8 6270 2999,,4.0,"Kiểu Nhật, Bữa trưa, Bữa tối, Cửa hàng bán thức ăn mang về, Chỗ ngồi","10F, 65-67-69 Nguyen Thai Binh St, Nguyen Thai Binh ward, District 1. The Odys Boutique Hotel, Thành phố Hồ Chí Minh 700000 Việt Nam",106.700143,10.769441
971,Marukame Udon,+84 8 3827 0740,,4.5,"Kiểu Nhật, Đồ ăn nhanh, Kiểu Á, Bữa trưa, Bữa tối, Chỗ ngồi","121/29 Bui Vien Quận 1 via 133 alley, Thành phố Hồ Chí Minh 700000 Việt Nam",106.691996,10.766239
972,Marukin Yakiniku,+84 93 717 61 23,Đang mở cửa: 11:00 SA - 11:00 CH,4.0,"Kiểu Nhật, Nhà hàng bít tết, Bữa trưa, Bữa tối","801/91 Xô Viết Nghệ Tĩnh Phường 26, Quận Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7167854,10.8139898
973,Masala Village,+84 8 6684 8767,,4.0,"Kiểu Ấn Độ, Kiểu Trung Đông, Kiểu Pakistan","105-107 Xuân Thủy P. Thảo Điền, Q.2, Thành phố Hồ Chí Minh 70000 Việt Nam",106.736553,10.804205
974,Masuo,+84 90 358 71 32,,4.0,"Kiểu Nhật, Sushi, Đặt chỗ","139A-B Nguyễn Trãi, P. Bến Thành, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6913969,10.770008
975,Material Cafe,+84 28 3620 9274,Đang mở cửa: 10:00 SA - 10:00 CH,5.0,"Quốc tế, Kiểu Việt, Bữa trưa, Bữa nửa buổi, Bữa tối, Đồ uống, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Wifi miễn phí, Dịch vụ bàn, Ngồi ngoài trời, Bãi đỗ xe đường phố, Đỗ xe có người coi, Bãi đỗ xe tập trung miễn phí, Tivi, Chấp nhận ","185/28 Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6939688,10.7682298
976,Material Cafe & Craft beer - Western style,+84 28 3535 2520,,5.0,"Kiểu Ý, Nhà hàng bán bia, Quán rượu, Kiểu Canada, Quán bar phục vụ đồ ăn, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống","7 Bis Hàn Thuyên, P. Bến Nghé, Q. 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.697908,10.7786561
977,Matsuri - Japanese Restaurant,+84 93 882 33 69,Đang mở cửa: 10:00 SA - 10:00 CH,4.5,"Kiểu Nhật, Sushi, Kiểu Á, Quán phục vụ đồ ngọt Nhật Bản, Phong cách ẩm thực Fusion Nhật Bản, Bữa trưa, Bữa tối","08 Lê Thị Riêng, Phường Bến Thành, Q1, Thành phố Hồ Chí Minh Việt Nam",106.6927597,10.7714934
978,Matsuzakaya,Chưa xác thực,,3.5,Kiểu Nhật,"978 Trần Hưng Đạo Phường 7, Quận 5, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6724179,10.7531177
979,Maxim's Nam An,08-8296676,Mở cửa sau 52 phút nữa:  Xem tất cả giờ,3.5,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Bữa tối, Bữa trưa, Đêm muộn","189 Bùi Viện Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6910667,10.7658586
980,MAYs Urban Thai Dine - Dong Khoi,+84 868 818 284,Đang mở cửa: 11:00 SA - 10:00 CH,5.0,"Kiểu Á, Kiểu Thái, Món kết hợp, Phù hợp với người ăn chay","32 Đường C Phường Tân Phú, quận 7, Quận 7, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7282434,10.7227894
981,MAYs Urban Thai Dine - Ho Chi Minh City,+84 28 3898 9347,Đang mở cửa: 11:00 SA - 10:00 CH,4.5,"Kiểu Á, Kiểu Thái, Món kết hợp, Phù hợp với người ăn chay, Tùy chọn ăn chay","8A/A1bis Thai Van Lung District 1, Thành phố Hồ Chí Minh Việt Nam",106.7050321,10.7788802
982,McDonald's,+84 8 3914 0888,,4.0,"Đồ ăn nhanh, Bữa sáng, Bữa trưa, Bữa tối, Cửa hàng bán thức ăn mang về, Chỗ ngồi","Lầu 3, 215-217 Lý Tự Trọng Bến Thành Ward District 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6956573,10.7727644
983,Mê Linh Cafe,+84 93 776 71 01,,4.5,"Kiểu Pháp, Kiểu Việt","41-43 Nguyễn Thị Thập Tân Phú, Quận 7, Thành phố Hồ Chí Minh 700000 Việt Nam",106.716083,10.73644
984,Mệ trường trên sân thượng,+84 90 934 33 09,Mở cửa sau 5 phút nữa:  Xem tất cả giờ,5.0,"Kiểu Mỹ, Kiểu Việt, Đêm muộn, Đồ uống","20 Thi Sách, Bến Nghé, Quận 1, Thành phố Hồ Chí Mi 33 Võ Trường Toản, Thảo Điền, Thủ Đức, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh 70000 Việt Nam",106.746643,10.805402
985,Meat Me Wood Fire Steakhouse,+84 98 619 73 99,Đang mở cửa: 11:00 SA - 2:00 CH5:00 CH - 11:00 CH,5.0,"Nhà hàng bít tết, Bữa trưa, Bữa tối, Đồ uống","34-36 Đồng Khởi Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7048991,10.7745741
986,Media Cafe,+84 8 3836 1199,Đang mở cửa: 07:00 SA - 7:30 CH,5.0,"Quốc tế, Kiểu Việt, Kiểu Bữa tối, Tốt cho sức khỏe, Kiểu Trung Á, Cà phê, Kiểu Á, Bữa sáng, Bữa trưa, Bữa tối","2 Đồng Khởi, Bến Little Saigon Tower, 1st Floor, Bến Nghé Ward, District 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7012126,10.7826665
987,Meet Fresh Vietnam,Chưa xác thực,,4.0,"Kiểu Trung Quốc, Kiểu Việt","1B Lý Thái Tổ, Phường 1, Quận 10, Thành phố Hồ Chí Minh 70000 Việt Nam",106.678041,10.7663427
988,Mekong Merchant,+84 28 3744 7000,Đang mở cửa: 07:00 SA - 11:00 CH,4.0,"Cà phê, Kiểu Âu, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn","56 A Bui thi Xuan p.ben thanh Q1 Tp.HCM, Thành phố Hồ Chí Minh Việt Nam",106.6895351,10.7715898
989,Melon Pan Ice,+84 127 343 9206,,4.5,Kiểu Nhật,"76 Lê Lai Lầu 1 New World Hotel, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6950398,10.7709251
990,Metropolitan Grill And Lounge,+84 28 3821 2757,Đang mở cửa: 10:00 SA - 2:00 CH4:00 CH - 11:00 CH,4.5,"Kiểu Mỹ, Nhà hàng bít tết, Bữa trưa, Bữa tối, Đồ uống","71 69, Nam Ky Khoi Nghia St, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7003974,10.7722175
991,Mezz Restaurant,+84 2838 24 1555,Đang đóng cửa:  Xem tất cả giờ,4.5,"Kiểu Âu, Kiểu Á, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống","8a/5b1 Thai Van Lung, Thành phố Hồ Chí Minh Việt Nam",106.704756,10.779796
992,Mì Buichi,+84 8 3925 3539,,4.5,Kiểu Nhật,"232 - 242 Nguyễn Văn Hưởng Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7301476,10.8117864
993,Mì Hàn Quốc,+84 28 3844 6797,,4.5,"Kiểu Á, Kiểu Hàn Quốc","209 De Tham, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6936689,10.7677147
994,Mì Quảng 3 Anh Em,+84 90 662 25 35,,4.0,Kiểu Việt,"110 Ly Chinh Thang, Ward 8, District 3, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6852627,10.7890661
995,Mì Quảng Phố Hội,+84 90 526 45 22,Đang mở cửa: 06:00 SA - 10:00 CH,4.5,"Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối","116 Sương Nguyệt Ánh Quận 1, Thành phố Hồ Chí Minh Việt Nam",106.6885006,10.7712751
996,Michi Sushi,+84 93 951 10 33,,4.5,"Hải sản, Sushi, Cửa hàng thức ăn ngon","49 Thao Dien Road Thao Dien Ward, District 2, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6698874,10.7469721
997,Milano Coffee,Chưa xác thực,,4.5,Kiểu Việt,"23B Ngô Thời Nhiệm, P.6, Q.3, Thành phố Hồ Chí Minh 700000 Việt Nam",106.690312,10.780663
998,Mimo Bistro,+84 94 578 37 60,,5.0,"Kiểu Âu, Kiểu Việt","15 Dinh Tien Hoang st, Da Kao Ward, Thành phố Hồ Chí Minh 848 Việt Nam",106.6991972,10.7886594
999,Mimosa Restaurant,08-8360160,,4.0,"Kiểu Việt, Đặt chỗ","59 Dong du Street, 1st Floor Opposite Sheraton Saigon, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7046332,10.6951465
1000,Minami Pub 1,+84 91 199 19 97,Đang mở cửa: 7:00 CH - 02:00 SA,5.0,"Kiểu Nhật, Kiểu Mỹ, Quán rượu, Kiểu Việt, Quầy rượu vang, Bữa tối","86 Nguyễn Huệ Lầu 1, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7028745,10.7752997
1001,Ministry Of Foods / Japanese Cafe MOF,Chưa xác thực,,4.0,"Kiểu Á, Kiểu Nhật, Cà phê, Bữa trưa, Bữa tối, Chỗ ngồi, Dịch vụ bàn","D002 Chung cư Phạm Viết Chánh, Phường 19, Quận Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7106422,10.7904945
1002,Ministry of Men,+84 1800 7040,Đang mở cửa: 09:00 SA - 10:00 CH,5.0,"Kiểu Hà Lan, Quầy bar, Cà phê, Quốc tế, Đêm muộn, Đồ uống","82 Nguyễn Du, P. Bến Nghé, Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7012932,10.7813326
1003,Misaki Bar,+84 166 556 8783,Đang mở cửa: 6:00 CH - 12:30 SA,5.0,"Kiểu Nhật, Quầy bar, Quán rượu, Bữa tối, Đêm muộn, Đồ uống","720A Điện Biên Phủ Phường 22, Bình Thạnh, Vinpearl Landmark 81, Autograph Collection, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7218884,10.7952255
1004,Miss Thu Restaurant,+84 8 3783 1900,Đang mở cửa: 06:30 SA - 10:00 SA12:00 CH - 2:30 CH6:00 CH - 10:00 CH,5.0,"Kiểu Á, Món kết hợp, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Đặt chỗ, Bữa ăn tự chọn, Ăn tối phòng riêng, Chỗ ngồi, Có ghế ăn cho bé, Phục vụ đồ uống có cồn, Rượu và bia, Wifi miễn phí, Nhà hàng không hút thuốc","134 Lê Thánh Tôn Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.698192,10.7737254
1005,Mít Rooftop Bistro,+84 98 779 00 12,Đang mở cửa: 10:00 SA - 12:00 SA,5.0,"Món kết hợp, Kiểu Việt, Quầy bar, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống, Chỗ ngồi, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ tín dụng","42 Nguyễn Huệ, Q.1 Tầng 7, Thành phố Hồ Chí Minh Việt Nam",106.7040596,10.7740888
1006,Mitau - Nhà Hàng Huế,+84 90 394 94 96,Đang mở cửa: 09:00 SA - 9:00 CH,4.5,"Kiểu Á, Cửa hàng thức ăn ngon, Kiểu Việt, Tốt cho sức khỏe, Kiểu Bữa tối, Bữa trưa, Bữa tối, Bữa sáng, Có ghế ăn cho bé, Chỗ ngồi, Bãi đỗ xe tập trung miễn phí, Giao hàng, Cửa hàng bán thức ăn mang về, Đặt chỗ, Ăn tối phòng riêng, Phục v","189 Nguyễn Đình Chiểu Phường 5, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6864458,10.7745151
1007,Miwaku Premium - Japanese Fusion Cuisine,+84 90 607 71 10,Đang mở cửa: 11:00 SA - 10:00 CH,4.5,"Kiểu Nhật, Hải sản, Sushi, Bữa trưa, Bữa tối","118 Lê Lai, phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh Việt Nam",106.6922183,10.7695597
1008,Miya Sushi - Huỳnh Mẫn Đạt,+84 777 200 985,Đang mở cửa: 10:00 SA - 2:00 CH5:00 CH - 10:00 CH,5.0,"Kiểu Nhật, Sushi, Súp, Quán phục vụ đồ ngọt Nhật Bản, Phong cách ẩm thực Fusion Nhật Bản, Bữa trưa, Bữa tối, Đồ uống","International terminal, Tan Son Nhat Airport, 2nd Floor, Landside, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6588245,10.8184631
1009,Miya Sushi & BBQ,+84 8 3925 9908,Đang mở cửa: 10:00 SA - 10:00 CH,4.5,"Sushi, Kiểu Á, Kiểu Nhật, Hải sản, Bữa tối, Bữa trưa, Chỗ ngồi, Dịch vụ bàn","30 Thai Van Lung District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7037284,10.7802441
1010,Miyama - Modern Tokyo Restaurant Cafe,+84 28 2253 1076,Đang mở cửa: 09:00 SA - 10:00 CH,5.0,"Kiểu Nhật, Quầy bar, Cà phê, Quán rượu, Món kết hợp, Bữa sáng, Bữa trưa, Bữa tối","28 Cao Bá Quát, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh Việt Nam",106.703975,10.7779114
1011,MiYu Dim Sum,+84 91 935 66 63,Đang mở cửa: 07:00 SA - 1:30 CH5:00 CH - 9:00 CH,5.0,"Hải sản, Đồ ăn nhanh, Cửa hàng thức ăn ngon, Tốt cho sức khỏe, Kiểu Trung Quốc, Kiểu Á, Kiểu Singapore, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống","10 Mạc Thị Bưởi Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7050195,10.7757336
1012,MJ's Kitchen,+84 97 784 42 74,,4.5,"Kiểu Á, Kiểu Hàn Quốc","28 Võ Văn Tần, Phường 6, Quận 3 Bảo Tàng Chứng Tích Chiến Tranh, Thành phố Hồ Chí Minh Việt Nam",106.6920916,10.7795106
1013,Mo Mo Paradise,+84 38272166,Đang mở cửa: 11:00 SA - 11:00 CH,4.0,"Kiểu Nhật, Kiểu Á, Phù hợp với người ăn chay, Bữa trưa, Bữa tối","32H Hồ Hảo Hớn Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6929438,10.7609807
1014,Mộc Cafe,+84 8 6659 5522,Đang mở cửa: 12:00 SA - 11:59 CH,4.5,"Bữa sáng, Bữa trưa, Bữa tối","2A-4A Ton Duc Thang Street District 1 Legend Hotel Saigon, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7067284,10.7825878
1015,Mộc Riêu Nướng,+84 90 928 20 96,Đang mở cửa: 06:30 SA - 11:00 CH,4.0,"Kiểu Trung Quốc, Đồ nướng, Đương đại, Kiểu Việt, Kiểu Á, Phù hợp với người ăn chay, Tùy chọn ăn chay","19th Floor, Liberty Central Citypoint Hotel 59-61, Pasteur Street, Ben Nghe, District 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7007485,10.7747415
1016,Modern Classic Cafe,+84 28 5411 1135,Đang mở cửa: 07:00 SA - 10:00 CH,4.5,"Cà phê, Kiểu Anh, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống","17/10 Lê Thánh Tôn Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7043402,10.7799532
1017,Mojo Boutique Coffee,+84 896 889 556,Đang mở cửa: 07:30 SA - 10:30 CH,5.0,"Kiểu Anh, Bữa sáng, Bữa trưa, Bữa tối","142 Lê Thị Hồng Gấm Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh Việt Nam",106.6970187,10.7685651
1018,Moku Japanese Restaurant,+84 28 3519 3737,Đang mở cửa: 11:00 SA - 2:00 CH5:00 CH - 10:00 CH,4.0,"Kiểu Nhật, Bữa trưa, Bữa tối","6 Hoang Viet Street Tan Binh District, Thành phố Hồ Chí Minh 70000 Việt Nam",106.659181,10.796992
1019,Mom Cook Restaurant,+84 8 6654 3838,Đang mở cửa: 10:00 SA - 10:00 CH,4.5,"Kiểu Việt, Bữa trưa, Bữa tối","235 Hoàng Diệu, Ward 8, District 4, Thành phố Hồ Chí Minh Việt Nam",106.7028556,10.7625519
1020,Mom's Chicken,+84 8 6295 9272,Đang mở cửa: 11:00 SA - 02:00 SA,4.5,"Hải sản, Kiểu Á, Kiểu Việt, Kiểu Bữa tối, Kiểu Trung Á, Kiểu Hàn Quốc, Bữa trưa, Bữa tối","207 Đ. Phạm Ngũ Lão Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6930443,10.7684171
1021,Mon Hue Restaurant,+84 8 2216 2208,,3.5,"Kiểu Á, Kiểu Việt, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Giao hàng, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Phục vụ đồ uống có cồn, Dịch vụ bàn","16 Bui Vien District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.694844,10.7679902
1022,Món Ngon Đường Phố,38241246,,4.0,Đồ ăn nhanh,"134 Nguyen Thai Hoc, Pham Ngu Lao Ward, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.695201,10.7689383
1023,Món Quen Việt,+84 778 994 745,,5.0,Món kết hợp,"40B Trần Cao Vân, P.6, Q.3 102 Cao Thang Street,Ward 4, District 3, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6838395,10.7685536
1024,MON Restaurant & Bar,Chưa xác thực,Đang đóng cửa:  Xem tất cả giờ,4.5,"Quốc tế, Bữa trưa, Bữa tối, Đặt chỗ","02 Lê Ngô Cát Phường 7, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6856277,10.7765665
1025,Món Việt,+84 8 6680 9183,,4.0,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay, Bữa trưa, Bữa tối, Bữa nửa buổi","71/2 Mac Thi buoi St., District 1, Thành phố Hồ Chí Minh Việt Nam",106.7043797,10.7746964
1026,Món Việt 88,+84 99 788 11 88,Đang mở cửa: 09:30 SA - 10:00 CH,4.0,"Cửa hàng thức ăn ngon, Bữa trưa, Bữa tối","148 Lê Thánh Tôn Quận 1, Thành phố Hồ Chí Minh Việt Nam",106.6979095,10.7735654
1027,Món Việt Quán,+84 8 3834 4660,,4.0,Kiểu Việt,"146E Lý Chính Thắng phường 7, Quận 3, Thành phố Hồ Chí Minh Việt Nam",106.6845303,10.7864359
1028,Moo Beef Steak,+84 96 341 92 68,Đang mở cửa: 10:30 SA - 2:30 CH5:00 CH - 10:30 CH,5.0,"Kiểu Mỹ, Nhà hàng bít tết, Món kết hợp, Tốt cho sức khỏe, Bữa trưa, Bữa tối, Đồ uống","34 Phạm Viết Chánh, Bình Thạnh, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7102001,10.7900874
1029,Moo Beef Steak - Prime,+84 28 3822 8628,Đang mở cửa: 10:30 SA - 2:00 CH5:00 CH - 10:00 CH,5.0,"Nhà hàng bít tết, Phù hợp với người ăn chay, Tùy chọn đồ ăn không có gluten, Bữa trưa, Bữa tối, Đồ uống","74/7L Hai Bà Trưng Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7036262,10.7785215
1030,Moo Beef Steak 109 Ly Tu Trong,+84 96 598 98 35,Đang mở cửa: 10:30 SA - 2:00 CH5:00 CH - 10:00 CH,5.0,"Nhà hàng bít tết, Bữa trưa, Bữa tối","8A/11B1 Thái Văn Lung, Thành phố Hồ Chí Minh Việt Nam",106.704883,10.779633
1031,Morico,+84 28 6298 9179,,4.0,"Kiểu Nhật, Cà phê, Kiểu Á, Món kết hợp, Tốt cho sức khỏe, Đặt chỗ","47 Phan Chu Trinh, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6970323,10.7725721
1032,Motown Sài Gòn,+84 8 3821 1368,,4.5,"Đồ ăn nhanh, Kiểu Việt, Giao hàng, Cửa hàng bán thức ăn mang về, Đặt chỗ, Ngồi ngoài trời, Bữa ăn tự chọn, Chỗ ngồi, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Chỉ chấp nhận tiền","176 Sư Vạn Hạnh Phường 9, Quận 5, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6738278,10.7586712
1033,Movers and Shakers - Neighborhood Cocktail Bar,+84 90 674 03 32,,4.5,"Pizza, Kiểu Việt, Đồ uống, Ngồi ngoài trời, Chấp nhận thẻ tín dụng","135 Võ Văn Tần, Q.3, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6892932,10.7752722
1034,Mr Beer,+84 90 985 48 41,Đang mở cửa: 10:30 SA - 11:30 CH,4.0,"Nhà hàng bít tết, Nhà hàng bán bia, Kiểu Âu, Kiểu Á, Quán rượu, Nhà hàng bia, Bữa trưa, Bữa tối, Đồ uống","54 Trương Quyền Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6923336,10.7869868
1035,Mr Green,+84 93 809 39 92,Đang mở cửa: 06:00 SA - 10:00 CH,5.0,"Cà phê, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Cửa hàng bán thức ăn mang về, Ngồi ngoài trời","968 Nguyễn Văn Linh Quận 7, Thành phố Hồ Chí Minh 700000 Việt Nam",106.700243,10.729419
1036,Mr. BBQ & SsAm,+84 8 5410 7575,Đang mở cửa: 07:00 SA - 9:00 CH,4.0,"Đồ nướng, Kiểu Á, Kiểu Hàn Quốc, Món kết hợp, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối","195 Bùi Viện, Phạm Ngũ Lão, Quận 1 Tầng 9 Khách Sạn Đức Vương, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6739869,10.7750335
1037,Mr. Bistek,+84 78 429 2988,,5.0,Nhà hàng bít tết,"19 Nguyễn Đình Chiểu Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7003604,10.7890314
1038,Mr. Park,+84 8 6261 7733,Đang mở cửa: 11:00 SA - 11:00 CH,4.5,"Đồ nướng, Kiểu Á, Kiểu Hàn Quốc, Bữa trưa, Bữa tối, Bữa nửa buổi, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn","39 Trần Ngọc Diện Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7404879,10.8062567
1039,Mr. Singh Indian Restaurant,+84 90 848 00 05,Đang mở cửa: 5:00 CH - 9:30 CH,4.5,"Kiểu Ấn Độ, Phù hợp với người ăn chay, Tùy chọn ăn chay, Bữa trưa, Bữa tối","District 1 Pullman Saigon Centre, Thành phố Hồ Chí Minh 700000 Việt Nam",106.691666,10.7643345
1040,MUILLIGA'S SAIGON,+84 79 717 2468,Đang mở cửa: 11:00 SA - 10:00 CH,5.0,"Pizza, Món kết hợp, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống","36 Phạm Hồng Thái Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6957942,10.771372
1041,Mumtaz Indian Restaurant,+84 8 3837 1767,Đang mở cửa: 11:00 SA - 11:00 CH,4.5,"Kiểu Ấn Độ, Kiểu Á, Phù hợp với người ăn chay, Tùy chọn ăn chay, Thịt kiểu Hồi giáo, Tùy chọn đồ ăn không có gluten, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn","22-36 Nguyen Hue Boulevard, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7043059,10.7739756
1042,Musa - Cà Ri Ấn Độ,+84 8 3886 6679,,4.0,"Kiểu Á, Kiểu Ấn Độ, Tốt cho sức khỏe","185/6-8 Pham Ngu Lao Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6937533,10.7685858
1043,Mustard The Indian Restaurant,+84 37 351 2773,Đang mở cửa: 10:00 SA - 2:30 CH5:00 CH - 10:30 CH,5.0,"Kiểu Trung Quốc, Kiểu Ấn Độ, Đồ nướng, Kiểu Nepal, Kiểu Á, Bữa tối, Bữa sáng, Bữa trưa, Bữa nửa buổi, Đồ uống, Dịch vụ bàn, Giao hàng, Đặt chỗ, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe tập trung miễn phí, Phục vụ đồ uống có cồn, Rượu và bia, Wif","181-185 Lý Tự Trọng Quận 1, Thành phố Hồ Chí Minh Việt Nam",106.6961223,10.7730563
1044,Mutsumian,+84 8 3824 8457,,4.0,Món kết hợp,"56-58 Bùi Thị Xuân Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6899069,10.771542
1045,My Banh Mi,+84 28 3827 2145,Đang đóng cửa:  Xem tất cả giờ,4.5,"Kiểu Việt, Tốt cho sức khỏe, Tùy chọn ăn chay","34 Vo Van Tan Phường 6, Quận 3, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6919765,10.7787724
1046,My House Bar,+84 8 3822 5855,Đang mở cửa: 11:00 SA - 01:00 SA,4.5,"Kiểu Mexico, Kiểu Bữa tối, Quầy bar, Quán rượu, Bữa trưa, Bữa tối, Bữa nửa buổi","65 Lê Lợi L5-09, Trung Tâm Thương Mại Sài Gòn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7026177,10.7755911
